"PERSON";"REG_ADDR_KOATUU";"OPER_CODE";"OPER_NAME";"D_REG";"DEP_CODE";"DEP";"BRAND";"MODEL";"VIN";"MAKE_YEAR";"COLOR";"KIND";"BODY";"PURPOSE";"FUEL";"CAPACITY";"OWN_WEIGHT";"TOTAL_WEIGHT";"N_REG_NEW"
"P";"5110136900";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";06.10.2022;13362;"ТСЦ 5150";"БОГДАН";"А-09201";"Y7BA092015B000423";2005;"ЖОВТИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";4570;4750;8230;"ВН7838РО"
"P";"5310136400";"560";"ЗНЯТТЯ З ОБЛІКУ ПРИ ПОВЕРНЕННІ ІЗ ПОЇЗДКИ ЗА КОРДОН ПО ДОРУЧ.";30.08.2022;12330;"ТСЦ 5341";"TOYOTA";"CAMRY";"JTNBF4FK403018051";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2494;1592;2100;"ВІ7341ВО"
"J";"0710100000";"250";"ВИДАЧА ТИМЧАСОВОГО РЕЄСТР ТАЛОНУ ПО ДОРУЧЕННЮ ЧИ ІНШОГО ДОКУМ.ПРАВОКОРИСТУВАННЯ ";30.08.2022;12308;"ТСЦ 4642";"RENAULT";"TRACER";"VF6R332A100001101";1995;"БІЛИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";9834;12050;18300;"АС1025ВЕ"
"P";"1211000000";"440";"ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ";18.05.2022;12537;"ТСЦ 1248";"TOYOTA";"LAND CRUISER PRADO 150";"JTEBH3FJ505045047";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2982;2170;2990;"АЕ4787НВ"
"P";"8036300000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";21.10.2022;12295;"ТСЦ 8046";"VOLKSWAGEN";"SCIROCCO";"WVWZZZ13ZDV009095";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1390;1250;1730;"КА8572ІВ"
"P";"6323986501";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";31.08.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"FORD";"KUGA";"WF0RXXGCDRCC25239";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2521;1736;2130;"АХ0041ВВ"
"P";"6323986501";"440";"ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ";21.10.2022;13648;"ТСЦ 1249";"FORD";"KUGA";"WF0RXXGCDRCC25239";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2521;1736;2130;"АХ0041ВВ"
"P";"3224010100";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";11.01.2022;12281;"ТСЦ 3242";"ВАЗ";"21074";"XTA21074031704569";2003;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1568;1060;1460;"АІ8713ОК"
"P";"1414100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";13.10.2022;13648;"ТСЦ 1249";"CITROEN";"JUMPY";"VF7XURHKH64102003";2007;"ЖОВТИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1997;1807;2932;"АЕ0996ТІ"
"P";"3523483901";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";30.04.2022;12293;"ТСЦ 8044";"INFINITI";"FX35";"JNRAS08W18X203666";2007;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";3498;2150;2650;"КА1093НХ"
"P";"5121481601";"230";"ВИДАЧА СВ. ПРО РЕЄСТР ДЛЯ ПОЇЗДКИ ЗА КОРДОН";14.05.2022;12322;"ТСЦ 5142";"DAF";"XF 95.430";"XLRTE47XS0E688256";2005;"БІЛИЙ";"ВАНТАЖНИЙ";"СІДЛОВИЙ ТЯГАЧ";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";12580;7125;19200;"ВН7425ЕН"
"P";"6822110100";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";26.08.2022;12374;"ТСЦ 6844";"VOLKSWAGEN";"CADDY";"WV1ZZZ2KZ4X008320";2005;"СИНІЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1968;1150;2055;"ВХ2802НН"
"P";"3221282009";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";21.09.2022;12290;"ТСЦ 8041";"MITSUBISHI";"PAJERO";"JMB0RK9605J001632";2005;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2972;1850;2420;"КА2840ІМ"
"P";"1210100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";08.02.2022;12241;"ТСЦ 1242";"KIA";"CERATO";"Y6LFE22727L004717";2007;"СИНІЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1591;1218;1650;"АЕ6270ТН"
"P";"8036300000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";09.02.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"MERCEDES-BENZ";"GL 550";"4JGBF86E78A432532";2008;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";5498;2295;2850;"АА9379ХІ"
"P";"3221082001";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";29.09.2022;12286;"ТСЦ 3247";"RENAULT";"MASTER";"VF1FDC1H638339085";2007;"БІЛИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2463;1969;3500;"АІ0280ОТ"
"P";"2620488801";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";26.08.2022;12304;"ТСЦ 4443";"ВАЗ";"211340";"XTA211340B4926929";2010;"СІРИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1596;1045;1400;"АТ3013НО"
"P";"1210100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";06.12.2022;12283;"ТСЦ 3244";"RENAULT";"SANDERO";"X7LBSRBYNCH581449";2012;"СІРИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1598;1138;1570;"АІ3069ОХ"
"P";"6810100000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";12.02.2022;12371;"ТСЦ 6841";"DAEWOO";"LANOS";"Y6DTF696060009409";2005;"СИНІЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1600;970;1650;"ВХ8451НА"
"P";"7422055400";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";07.10.2022;12282;"ТСЦ 3243";"MITSUBISHI";"PAJERO";"JMYLRV73W6J701807";2005;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2972;2100;2760;"АІ4773ОН"
"P";"7322510100";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";13.01.2022;12389;"ТСЦ 7342";"FORD";"TRANSIT CONNECT";"WF0TXXTTPT6P45272";2006;"ОРАНЖЕВИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1753;1471;2230;"СЕ6437ЕЕ"
"P";"4411600000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";04.02.2022;12347;"ТСЦ 5946";"ВАЗ";"21093";"XTA210930P1213433";1993;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1499;985;1370;"ВМ8042СХ"
"P";"5625881603";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";20.09.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"FIAT";"DOBLO";"ZFA22300005401607";2006;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1910;1355;1905;"ВК7934ВЕ"
"P";"6110100000";"560";"ЗНЯТТЯ З ОБЛІКУ ПРИ ПОВЕРНЕННІ ІЗ ПОЇЗДКИ ЗА КОРДОН ПО ДОРУЧ.";26.10.2022;12352;"ТСЦ 6144";"AUDI";"A8";"WAUZZZ4H7DN014775";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";3993;1905;2545;"КА6051ІР"
"P";"4810136300";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";02.09.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"KIA";"SPORTAGE";"U5YPB815ADL238726";2012;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1685;1457;1940;"ВЕ9990АН"
"P";"1211000000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";22.12.2022;12284;"ТСЦ 3245";"PORSCHE";"CAYENNE";"WP1ZZZ92ZDLA73263";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";4806;2387;2840;"АІ4045ОХ"
"P";"1210138400";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";01.08.2022;12240;"ТСЦ 1241";"FIAT";"DOBLO";"ZFA22300005428835";2006;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1248;1395;2170;"АЕ5867ТМ"
"P";"7410100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";18.10.2022;12383;"ТСЦ 7441";"ВАЗ";"211540";"XTA211540D5171287";2012;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1596;1000;1425;"СВ1347ЕІ"
"P";"1810100000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";16.05.2022;12254;"ТСЦ 1841";"DAEWOO";"MATIZ";"XWB4A11BD7A100026";2007;"СИНІЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";796;800;1500;"АМ5122НС"
"P";"7421410100";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";18.11.2022;12383;"ТСЦ 7441";"SKODA";"OCTAVIA";"TMBBL41U3Y2365295";2000;"СИНІЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1781;1285;1830;"СВ5693ЕІ"
"P";"8038600000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";24.08.2022;12290;"ТСЦ 8041";"BMW";"320I";"WBA3B11020J409118";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1997;1495;1995;"КА3137НО"
"P";"1223285501";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";22.02.2022;12245;"ТСЦ 1246";"ГАЗ";"3110";"V0033759";1997;"БІЛИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2445;1300;1900;"АЕ8634ТН"
"P";"3222055100";"250";"ВИДАЧА ТИМЧАСОВОГО РЕЄСТР ТАЛОНУ ПО ДОРУЧЕННЮ ЧИ ІНШОГО ДОКУМ.ПРАВОКОРИСТУВАННЯ ";05.02.2022;12281;"ТСЦ 3242";"MERCEDES-BENZ";"614 D";"WDB6683531N103718";2001;"БІЛИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";4292;3720;5990;"АІ5630ЕВ"
"P";"0524885602";"408";"ПЕРЕРЕЄСТРАЦІЯ ПРИ ПЕРЕОБЛАДНАННІ БЕЗ ЗАМІНИ НОМЕРНИХ АГРЕГАТІВ";15.01.2022;12378;"ТСЦ 7142";"LECITRAILER";"3E20S";"VV1LTP3E0SNX88792";1999;"БІЛИЙ";"НАПІВПРИЧІП";"Н/ПР-КОНТЕЙНЕРОВОЗ";"СПЕЦІАЛІЗОВАНИЙ";"";;3790;38000;"АВ5920ХР"
"P";"6125281901";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";18.01.2022;12378;"ТСЦ 7142";"LECITRAILER";"3E20S";"VV1LTP3E0SNX88792";1999;"БІЛИЙ";"НАПІВПРИЧІП";"Н/ПР-КОНТЕЙНЕРОВОЗ";"СПЕЦІАЛІЗОВАНИЙ";"";;3790;38000;"СА2358ХF"
"P";"6121611000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";30.09.2022;12353;"ТСЦ 6145";"MERCEDES-BENZ";"SPRINTER 413";"WDB9046631R353984";2001;"ЗЕЛЕНИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2151;2600;4600;"ВО1012ЕІ"
"P";"6120855400";"252";"ВИДАЧА ТИМЧАС. РЕЄСТР. ТАЛОНУ НА ПРАВО КЕРУВАННЯ ЗА ЗАЯВОЮ ВЛАСНИКА";15.12.2022;12337;"ТСЦ 5641";"MERCEDES-BENZ";"SPRINTER 413";"WDB9046631R353984";2001;"ЗЕЛЕНИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2151;2600;4600;"ВО1064ЕІ"
"P";"1810100000";"218";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ) З ПОСТ. НА ТИМЧ. ОБЛІК ТА ВИДАЧЕЮ ТТ НА ПЕРІОД ВОЄННОГО СТАНУ";14.09.2022;12257;"ТСЦ 1844";"DAEWOO";"LANOS";"Y6DTF696D5W216289";2004;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1598;1270;1595;"АМ9648НС"
"P";"3225510100";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";11.01.2022;12282;"ТСЦ 3243";"VOLVO";"S60";"YV1FS485BC2112896";2011;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1596;1406;2030;"АІ2482ОЕ"
"P";"2310136900";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";23.11.2022;12293;"ТСЦ 8044";"TOYOTA";"PRADO";"JTEBX9FJ6A5002828";2010;"БІЛИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";2694;1759;2109;"КА1970ІК"
"P";"2620885501";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";06.12.2022;13968;"ТСЦ 2644";"TOYOTA";"LAND CRUISER PRADO";"JTEBX9FJ6A5002828";2010;"БІЛИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";2694;1759;2109;"АТ3003АК"
"P";"0710100000";"252";"ВИДАЧА ТИМЧАС. РЕЄСТР. ТАЛОНУ НА ПРАВО КЕРУВАННЯ ЗА ЗАЯВОЮ ВЛАСНИКА";23.02.2022;12235;"ТСЦ 0741";"MERCEDES-BENZ";"611D";"WDB6680631N047804";1996;"БІЛИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";3972;2100;5600;"АС9033НА"
"P";"7322555700";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";25.01.2022;12389;"ТСЦ 7342";"MERCEDES-BENZ";"E 320 ";"WDB2100261B252200";2000;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2686;1560;1900;"СЕ8150ЕВ"
"P";"2310136900";"250";"ВИДАЧА ТИМЧАСОВОГО РЕЄСТР ТАЛОНУ ПО ДОРУЧЕННЮ ЧИ ІНШОГО ДОКУМ.ПРАВОКОРИСТУВАННЯ ";27.08.2022;12269;"ТСЦ 2343";"VOLKSWAGEN";"LT 35 D";"WV1ZZZ2DZ2H001791";2001;"БІЛИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2496;2000;3500;"АР8772ІО"
"P";"6320210100";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";01.02.2022;12358;"ТСЦ 6344";"MITSUBISHI";"PAJERO";"JMYLRV93W7J718821";2007;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";2972;2030;2700;"АХ0370КР"
"P";"8038600000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";11.08.2022;12290;"ТСЦ 8041";"HYUNDAI";"I30";"TMAD251BBEJ081844";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1591;1260;1720;"КА8075ІС"
"P";"1412365600";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";25.07.2022;12290;"ТСЦ 8041";"HYUNDAI";"I30";"TMAD251BBEJ081844";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1591;1260;1720;"КА9690НО"
"P";"5110600000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";01.06.2022;12353;"ТСЦ 6145";"HYUNDAI";"SANTA FE";"KMHSU81XDDU052363";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2199;2062;2510;"ВО9062ЕС"
"P";"1210436600";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";21.10.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"MITSUBISHI";"LANCER";"JMBSRCS3A8U008283";2008;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1590;1280;1750;"АЕ0211НС"
"P";"1210200000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";21.10.2022;12243;"ТСЦ 1244";"CHERY";"TIGGO";"LVVDB11B4CD298055";2012;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1845;1530;1765;"АЕ7903ТХ"
"P";"1423610100";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";02.06.2022;12235;"ТСЦ 0741";"VOLKSWAGEN";"POLO";"XW8ZZZ61ZDG029053";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1598;1135;1700;"АС7103НВ"
"P";"1423610100";"450";"ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ СВІДОЦТВА ПРО РЕЄСТРАЦІЮ У ЗВ'ЯЗКУ З КОРИГУВАННЯМ ОБЛІКОВИХ ДАНИХ ТЗ";09.09.2022;12235;"ТСЦ 0741";"VOLKSWAGEN";"POLO";"XW8ZZZ61ZDG029053";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"СЕДАН";"СПЕЦІАЛІЗОВАНИЙ";"БЕНЗИН";1598;1135;1700;"АС7103НВ"
"P";"5110136900";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";17.02.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"KIA";"SPORTAGE";"U5YPB811BCL079381";2011;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1998;1787;2140;"ВН0877ЕВ"
"P";"6310136300";"440";"ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ";27.07.2022;13872;"ТСЦ 5348";"AUDI";"A6";"WAUZZZ4F4BN026894";2010;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1968;1665;2170;"АХ0754СХ"
"P";"1210436600";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";23.07.2022;12243;"ТСЦ 1244";"HONDA";"CIVIC";"JHMFD16408S210472";2007;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1799;1221;1620;"АЕ2307ТК"
"P";"6322010100";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";15.01.2022;13653;"ТСЦ 6350";"TOYOTA";"CAMRY";"JTNBF4FK003019116";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";2494;1510;2100;"АХ7507МВ"
"P";"0521688803";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";20.12.2022;12229;"ТСЦ 0541";"RENAULT";"MEGANE";"VF1BM1B0H31537087";2004;"СІРИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1598;1295;1742;"АВ9936КА"
"P";"4825455400";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";15.06.2022;12316;"ТСЦ 4842";"CITROEN";"BERLINGO";"VF7GBWJYB94300240";2007;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1868;1281;1805;"ВЕ2241ЕТ"
"P";"5110136900";"400";"ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI ДЛЯ РОБОТИ НА ГАЗОВОМУ ПАЛЬНОМУ";25.08.2022;12321;"ТСЦ 5141";"TOYOTA";"COROLLA";"JTNBV58E00J168587";2012;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1598;1360;1760;"ВН5099ОВ"
